D002875|A11.284.187	A11.284.430.106.279.345.190
D000072661|C16.131.077.245	C16.320.184
D009765|C18.654.726.500	C23.888.144.699.500
D008607|C10.597.606.360	C23.888.592.604.646
D017689|C05.660.585.600	C16.131.621.585.600
D051437|C12.777.419.780	C13.351.968.419.780
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D007006|C19.391.482
D020788|C10.228.140.617.200	C11.270.684.624	C16.131.077.245.125	C16.320.184.125
D009767|C18.654.726.500.700	C23.888.144.699.500.500
D017689|C05.660.585.600	C16.131.621.585.600
D005121|A01.378
D051437|C12.777.419.780	C13.351.968.419.780
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D007006|C19.391.482
D008607|C10.597.606.360	C23.888.592.604.646
D009767|C18.654.726.500.700	C23.888.144.699.500.500
D017689|C05.660.585.600	C16.131.621.585.600
D005121|A01.378
D012174|C11.270.684	C11.768.585.658.500	C16.320.290.684
D005145|A01.456.505
D005234|C06.552.241
D009765|C18.654.726.500	C23.888.144.699.500
D007006|C19.391.482
D051437|C12.777.419.780	C13.351.968.419.780
D017689|C05.660.585.600	C16.131.621.585.600
D008607|C10.597.606.360	C23.888.592.604.646
